商品名称,价格,会员,级别,评价星级,评价内容,时间,点赞数,评论数,追评时间,追评内容,商品属性,页面网址,页面标题,采集时间,sku,好评度,评价关键词
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    十***想            ,                    PLUS会员             ,star5,用着十分舒服，听歌也是很好听,2023-01-04 16:35,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:03.364,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    起***5            ,                    PLUS会员             ,star5,音质不错，用起来比较方便,2022-12-31 19:18,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:03.450,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    菲***久            ,                    PLUS会员             ,star5,感觉非常棒，下次还会继续回购,2022-12-30 19:57,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:03.544,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    红***_            ,                                 ,star5,还可以,2022-12-27 19:11,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:03.652,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    S***乀            ,                    PLUS会员             ,star5,一般,2022-12-27 17:56,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:03.744,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    ****7            ,                                 ,star1,此用户未填写评价内容,2022-12-25 18:31,0,1,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:03.828,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    ****i            ,                    PLUS会员             ,star5,给家里人买的，看着很不错，用着很方便,2022-12-22 17:57,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:03.911,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    ****7            ,                                 ,star2,为什么有电流声( •?_•? ),2022-12-22 15:07,0,1,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:03.987,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    莹***呀            ,                    PLUS会员             ,star5,尝试一下叭,2022-12-22 11:38,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:04.066,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    快***片            ,                                 ,star5,耳机很不错，玩游戏可以听声辩位，也不夹脑袋,2022-12-19 20:31,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:04.157,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    诸***荡            ,                                 ,star5,京东还是一如既往送货快。说是第三天送到。结果第二天就到了。不过耳机有时候会有电流声。还没搞懂怎么解决,2022-12-19 16:52,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:15.514,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    T***S            ,                                 ,star5,性价比挺高的，?挺好使,2022-12-16 10:06,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:15.586,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    ****x            ,                                 ,star5,"不错不错，很满意，音质不错，待久了耳朵也不疼
舒适度：包裹住整个耳朵
音质音效：音质不错，打游戏据说很好
做工质感：毕竟也是个品牌，质量不错的样子真的好好看",2022-12-15 12:35,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:15.649,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    ****J            ,                                 ,star5,音效很好，戴着耳朵也不疼,2022-12-14 20:35,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:15.712,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    ****r            ,                                 ,star5,打游戏足够了，听音乐的话音质不行,2022-12-13 19:25,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:15.764,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    ****8            ,                    PLUS会员             ,star5,"做工质感：质量保证正品
音质音效：清晰悦耳动听
舒适度：软硬适中不错?
续航能力：非常久，价格实惠功能齐全值得拥有！",2022-12-13 13:02,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:15.821,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    ****8            ,                    PLUS会员             ,star5,"做工质感：质量保证正品
音质音效：清晰悦耳动听
舒适度：软硬适中
续航能力：非常好?价格实惠功能齐全值得拥有！",2022-12-13 13:01,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:15.882,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    ****8            ,                    PLUS会员             ,star5,"做工质感：质量不错?
音质音效：清晰悦耳动听
舒适度：软硬适中
续航能力：持久保持，USB接口",2022-12-13 13:00,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:15.941,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    ****8            ,                    PLUS会员             ,star5,"做工质感：非常好?
音质音效：清晰悦耳
舒适度：软绵绵的感觉不错?
续航能力：USB接口无限",2022-12-13 12:58,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:16.000,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    ****f            ,                                 ,star5,东西超棒超级好值得购买的,2022-12-12 18:13,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:16.079,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    无***-            ,                                 ,star5,这个耳机 又一说一 带着耳朵巨软 很舒服 不夹耳朵,2022-12-11 23:54,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:27.580,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    ****V            ,                                 ,star5,除了发货速度有点慢别的没话说，东西挺好用的也不贵。,2022-12-10 17:07,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:27.683,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    小***哥            ,                    PLUS会员             ,star5,宝贝己收，包装很好，宝贝也很精致，试了效果也不错，客服热情周到，，服务态度很热情，细心解说很有耐心，发货也及时，物流也很快，没想到昨天定的今天就收到了，非常感谢。,2022-12-09 16:38,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:27.767,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    鸽***k            ,                                 ,star5,带着挺舒服的,2022-12-09 09:43,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:27.854,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    ****f            ,                    PLUS会员             ,star5,此用户未填写评价内容,2022-12-08 21:16,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:27.939,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    R***i            ,                                 ,star1,此用户未填写评价内容,2022-12-06 19:46,0,1,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:28.013,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    ****N            ,                                 ,star5,带着很舒适音质不错。,2022-12-06 19:35,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:28.124,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
"
                                                                                联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色                ","
                                ￥
                                169.00
                                                            ",                                    Y***e            ,                                 ,star5,音质很好，耳罩也很软，不错不错。,2022-12-06 11:14,0,0,,,黑色                                                                                     ,https://item.jd.com/10029054124103.html#comment,【联想（Lenovo）拯救者Star Y360】联想（Lenovo） 拯救者Star Y360 游戏耳机 头戴式电脑耳麦 专业电竞耳机 黑色【行情 报价 价格 评测】-京东,2023-01-14 20:23:28.240,10029054124103,96%        ,"倍感舒适(2)/
方便快捷(1)/
声音清亮(1)/
美观大方(1)/
简洁大方(1)/
做工一流(1)/"
