,target_URL,score,keywords,comment_avg
13,https://item.jd.com/10027146372999.html,93%,"十分舒服(22)/
音质清晰(17)/
声音清晰(15)/
佩戴舒适(14)/
十分好用(13)/
极其好用(13)/
毫无杂音(11)/
简单方便(9)/
做工精细(9)/
颜色大气(1)/
毫无延迟(1)/
兼容性强(1)/",0.713028919
14,https://item.jd.com/100014488266.html,96%,"十分舒服(130)/
佩戴舒适(122)/
做工精细(42)/
简单方便(36)/
世界清净(35)/
降噪极佳(35)/
不易夹耳(19)/
音质俱佳(19)/
十分好用(17)/
连接稳定(4)/
蓝牙连接快(3)/
传输稳定(2)/",0.71897732
15,https://item.jd.com/100023808391.html,98%,"佩戴舒适(35)/
音质清晰(31)/
十分舒服(25)/
做工精细(19)/
外观漂亮(9)/
毫无杂音(6)/
声音清晰(5)/
材质优良(3)/
款式好看(3)/
颜色好看(2)/
灵敏度强(2)/
颜色鲜艳(1)/",0.712596404
16,https://item.jd.com/100018094246.html,92%,"十分舒服(59)/
佩戴舒适(55)/
简单方便(50)/
音质清晰(39)/
做工精细(38)/
十分好用(31)/
毫无杂音(28)/
极其好用(26)/
颜值够高(26)/
连接迅速(7)/
反应灵敏(6)/
灵敏度强(6)/",0.703301159
17,https://item.jd.com/629797.html,96%,"佩戴舒适(29)/
音质清晰(23)/
声音清晰(18)/
不易夹耳(14)/
十分好用(14)/
十分舒服(14)/
不夹耳朵(13)/
简单方便(10)/
做工精细(7)/
灵敏度强(2)/
颜色好看(1)/
颜色纯正(1)/",0.708187416
18,https://item.jd.com/5309713.html,97%,"十分舒服(40)/
佩戴舒适(33)/
音质俱佳(12)/
音质清晰(11)/
简单方便(9)/
极其好用(6)/
毫无杂音(6)/
耳朵不疼(5)/
做工精细(4)/
颜色好看(1)/
毫无延迟(1)/
颜色靓丽(1)/",0.705126376
19,https://item.jd.com/100008238255.html,97%,"简单方便(136)/
十分舒服(105)/
佩戴舒适(102)/
降噪极佳(80)/
做工精细(74)/
十分好用(47)/
音质清晰(36)/
毫无杂音(34)/
极其好用(33)/
连接迅速(5)/
蓝牙连接快(4)/
连接稳定(4)/",0.705202
20,https://item.jd.com/3842099.html,97%,"佩戴舒适(17)/
十分舒服(17)/
颜值够高(11)/
耳朵不疼(6)/
极其好用(6)/
音质清晰(5)/
简单方便(5)/
做工精细(5)/
十分漂亮(5)/
颜色纯正(3)/
反应灵敏(1)/",0.705772699
21,https://item.jd.com/100013466567.html,92%,"十分舒服(55)/
佩戴舒适(50)/
十分好用(20)/
音质清晰(16)/
简单方便(16)/
颜值够高(13)/
声音清晰(11)/
做工精细(10)/
耳朵舒服(10)/
灵敏度强(3)/
颜色纯正(2)/
运行顺畅(1)/",0.704461059
22,https://item.jd.com/100041628229.html,93%,"十分舒服(5)/
毫无杂音(4)/
颜值够高(4)/
做工精细(3)/
声音响亮(3)/
科技感强(3)/
十分漂亮(3)/
无不适感(3)/
毫无延迟(2)/
携带方便(2)/
毫无卡顿(1)/
连接迅速(1)/",0.708847501
23,https://item.jd.com/37493320169.html,95%,"佩戴舒适(7)/
十分舒服(6)/
质感一流(5)/
柔软舒服(5)/
音质清晰(4)/
做工精细(4)/
十分漂亮(3)/
音质俱佳(2)/
低音强劲(2)/
系统稳定(1)/
颜色漂亮(1)/",0.70928569
24,https://item.jd.com/100009900897.html,91%,"十分舒服(17)/
佩戴舒适(11)/
简单方便(8)/
音质俱佳(8)/
做工精细(7)/
十分好用(6)/
极其好用(6)/
毫无杂音(6)/
音质清晰(5)/
颜色纯正(2)/
细节完美(1)/",0.704727674
25,https://item.jd.com/100029915172.html,93%,"佩戴舒适(56)/
十分舒服(40)/
降噪极佳(29)/
做工精细(28)/
质感一流(28)/
音质俱佳(13)/
低音强劲(13)/
牢固稳当(12)/
音质清晰(10)/
灵敏度强(5)/
蓝牙连接快(4)/
连接稳定(4)/",0.705232903
26,https://item.jd.com/100013046925.html,93%,"十分舒服(27)/
佩戴舒适(16)/
简单方便(9)/
不压耳朵(8)/
不易压耳(8)/
十分好用(5)/
音质纯正(3)/
极其好用(2)/
毫无卡顿(1)/
做工精细(1)/",0.703228264
27,https://item.jd.com/10041325066019.html,95%,"佩戴舒适(4)/
高端大气(3)/
十分舒服(3)/
通话清晰(2)/
音质清晰(2)/
做工精细(2)/
戴感舒适(2)/
牢固稳当(2)/
结实耐用(2)/
蓝牙连接快(1)/
不会断续(1)/",0.704321222
28,https://item.jd.com/435765.html,92%,"做工精细(6)/
十分舒服(6)/
高端上档次(4)/
十分漂亮(4)/
佩戴舒适(3)/
音质清晰(3)/
十分好用(3)/
白色好看(2)/
面料舒适(2)/
穿戴舒服(2)/",0.704367961
29,https://item.jd.com/10026139986303.html,95%,"倍感舒适(62)/
声音清亮(30)/
做工一流(22)/
时尚大气(10)/
方便快捷(9)/
简洁大方(9)/
质量上乘(5)/
运行超快(5)/
灵敏度佳(3)/
手感十足(2)/
结实耐用(2)/",0.708609929
30,https://item.jd.com/100020209714.html,94%,"十分舒服(8)/
佩戴舒适(7)/
做工精细(5)/
简单方便(3)/
极其好用(3)/
十分漂亮(3)/
颜值够高(3)/
毫无延迟(2)/
声音清晰(2)/
柔软舒服(2)/
颜色酷炫(1)/",0.713919227
31,https://item.jd.com/100030149163.html,94%,"十分舒服(26)/
佩戴舒适(23)/
做工精细(17)/
十分漂亮(15)/
颜值够高(14)/
简单方便(12)/
音质清晰(10)/
十分好看(10)/
十分好用(9)/
颜色纯正(2)/
蓝牙连接快(2)/
反应灵敏(2)/",0.715517748
32,https://item.jd.com/100004492398.html,97%,"音质清晰(74)/
十分舒服(71)/
佩戴舒适(59)/
极其好用(58)/
十分好用(56)/
毫无杂音(48)/
做工精细(45)/
声音清晰(45)/
反应灵敏(40)/
质感一流(37)/
运行飞快(12)/
运行顺畅(7)/",0.71636144
33,https://item.jd.com/100034468527.html,92%,"佩戴舒适(40)/
十分舒服(31)/
降噪极佳(13)/
质感一流(11)/
音质俱佳(9)/
做工精细(8)/
牢固稳当(8)/
十分好用(6)/
不易掉落(6)/
连接稳定(2)/
反应灵敏(2)/
蓝牙稳定(1)/",0.714416725
34,https://item.jd.com/100007656036.html,93%,"十分舒服(15)/
佩戴舒适(13)/
简单方便(11)/
做工精细(10)/
颜值够高(9)/
音质俱佳(5)/
十分漂亮(5)/
不易掉落(5)/
音效极佳(3)/
颜色纯正(1)/
颜色漂亮(1)/
毫无延迟(1)/",0.715920621
35,https://item.jd.com/100008940244.html,94%,"佩戴舒适(13)/
十分舒服(9)/
音质清晰(7)/
不易夹耳(4)/
不夹耳朵(4)/
声音清晰(4)/
简单方便(2)/
十分好用(2)/
做工精细(1)/",0.714779314
36,https://item.jd.com/100025230071.html,98%,"音质清晰(7)/
声音清晰(6)/
高端大气(5)/
佩戴舒适(4)/
做工精细(3)/
十分好用(3)/
黑色高端(2)/
毫无卡顿(1)/
不卡耳朵(1)/
黑色耐脏(1)/
牢固稳当(1)/
设计合理(1)/",0.717210668
37,https://item.jd.com/100028334088.html,88%,"十分舒服(18)/
简单方便(16)/
佩戴舒适(15)/
音质清晰(10)/
做工精细(10)/
音质俱佳(7)/
声音清晰(7)/
毫无杂音(7)/
十分漂亮(4)/
颜色耐看(1)/
兼容性强(1)/",0.717163339
38,https://item.jd.com/100030308850.html,85%,"简单方便(23)/
十分舒服(21)/
音质清晰(17)/
佩戴舒适(13)/
做工精细(10)/
声音清晰(10)/
毫无杂音(9)/
耳朵不痛(6)/
极其好用(5)/
颜色好看(2)/
灵敏度强(2)/
毫无色差(2)/",0.714799
39,https://item.jd.com/70664182616.html,94%,"佩戴舒适(2)/
音质俱佳(2)/
毫无杂音(2)/
牢固稳当(2)/
佩戴牢固(1)/
音效优良(1)/
美观时尚(1)/
十分漂亮(1)/",0.71345626
40,https://item.jd.com/100030025814.html,96%,"十分舒服(61)/
佩戴舒适(56)/
音质清晰(51)/
简单方便(41)/
声音清晰(24)/
做工精细(22)/
十分好用(20)/
耳朵不疼(18)/
毫无杂音(14)/
蓝牙连接快(4)/
连接稳定(4)/
灵敏度强(4)/",0.713290891
41,https://item.jd.com/100011258801.html,92%,"做工精细(55)/
佩戴舒适(41)/
音质清晰(40)/
十分舒服(36)/
简单方便(19)/
毫无杂音(16)/
声音清晰(15)/
颜值够高(10)/
外观漂亮(9)/
颜色好看(1)/
没有差色(1)/
毫无色差(1)/",0.715038976
42,https://item.jd.com/19745835989.html,97%,"十分舒服(45)/
佩戴舒适(37)/
十分漂亮(33)/
音质俱佳(20)/
做工精细(16)/
音质清晰(14)/
声音清晰(13)/
外观漂亮(11)/
简单方便(10)/
黑色酷炫(4)/
颜色好看(3)/
颜色纯正(3)/",0.715417618
43,https://item.jd.com/100041983773.html,96%,"佩戴舒适(18)/
十分舒服(16)/
十分漂亮(9)/
颜值够高(7)/
外观精致(6)/
做工精细(5)/
牢固稳当(5)/
十分好看(4)/
不易掉落(4)/
颜色漂亮(2)/
毫无延迟(1)/
连接顺畅(1)/",0.71606475
44,https://item.jd.com/100036662407.html,95%,"不压耳朵(1)/
十分轻便(1)/
音质俱佳(1)/
外观漂亮(1)/
简洁大方(1)/
十分漂亮(1)/",0.716188602
45,https://item.jd.com/10060815880110.html,93%,"音质清晰(140)/
佩戴舒适(96)/
十分舒服(86)/
毫无杂音(73)/
做工精细(66)/
简单方便(31)/
十分好用(26)/
声音清晰(25)/
外观漂亮(23)/
毫无延迟(7)/
白色简洁(3)/
颜色好看(2)/",0.719355282
46,https://item.jd.com/28897341696.html,91%,"耳朵不疼(1)/
极其好用(1)/
音质俱佳(1)/",0.71508712
47,https://item.jd.com/10028689161841.html,90%,"音质俱佳(3)/
做工精细(1)/
十分好用(1)/
外观精美(1)/",0.711126546
48,https://item.jd.com/100038420704.html,97%,"佩戴舒适(3)/
简单方便(3)/
音质清晰(3)/
十分舒服(3)/
耳朵不疼(2)/
做工精细(2)/
耳朵舒服(2)/
十分好用(2)/
声音悦耳(1)/
信号稳定(1)/",0.710448805
49,https://item.jd.com/5854037.html,97%,"倍感舒适(3)/
质量上乘(1)/
十分大气(1)/
游戏性能强(1)/
体积够大(1)/
声音清亮(1)/
灵活敏捷(1)/
炫酷十足(1)/",0.70944676
50,https://item.jd.com/100033982159.html,96%,"十分舒服(71)/
佩戴舒适(55)/
简单方便(52)/
音质清晰(50)/
做工精细(40)/
颜值够高(37)/
十分漂亮(34)/
毫无杂音(33)/
音质俱佳(19)/
颜色好看(17)/
毫无延迟(11)/
灵敏度强(9)/",0.71034299
51,https://item.jd.com/100018814063.html,91%,"佩戴舒适(6)/
十分舒服(5)/
十分好用(3)/
音质清晰(2)/
外观好看(2)/
做工精细(2)/
十分漂亮(2)/
结实耐用(2)/
毫无延迟(1)/
外观精美(1)/",0.708934884
52,https://item.jd.com/100009385703.html,94%,"简单方便(7)/
做工精细(7)/
十分舒服(7)/
佩戴舒适(6)/
颜色好看(4)/
低音强劲(4)/
十分好用(2)/
音质俱佳(2)/
声音清晰(2)/
牢固稳当(2)/
蓝牙连接快(1)/
颜色漂亮(1)/",0.710139298
53,https://item.jd.com/100023650706.html,92%,"十分舒服(90)/
佩戴舒适(61)/
颜值够高(51)/
质感一流(49)/
做工精细(35)/
音质俱佳(28)/
降噪极佳(20)/
十分漂亮(16)/
音质清晰(15)/
连接迅速(6)/
颜色漂亮(5)/
毫无延迟(5)/",0.711093057
54,https://item.jd.com/100003748954.html,94%,"十分舒服(63)/
十分漂亮(58)/
简单方便(50)/
佩戴舒适(46)/
十分好用(35)/
做工精细(31)/
颜值够高(25)/
极其好用(24)/
音质俱佳(24)/
颜色好看(18)/
颜色漂亮(15)/
颜色纯正(14)/",0.71181761
55,https://item.jd.com/100024040641.html,95%,"佩戴舒适(40)/
十分舒服(27)/
做工精细(20)/
简单方便(19)/
降噪极佳(15)/
音质俱佳(10)/
使用良好(10)/
音质清晰(9)/
十分好用(9)/
灵敏度强(4)/
反应灵敏(3)/
连接迅速(2)/",0.711342373
56,https://item.jd.com/10041325120889.html,99%,"佩戴舒适(129)/
音质清晰(119)/
十分舒服(108)/
颜值够高(56)/
做工精细(43)/
简单方便(41)/
十分漂亮(33)/
声音清晰(32)/
毫无杂音(27)/
颜色好看(16)/
颜色纯正(9)/
颜色漂亮(9)/",0.711408919
57,https://item.jd.com/19745835988.html,95%,"十分舒服(24)/
佩戴舒适(17)/
不易夹耳(13)/
颜值够高(12)/
音质清晰(11)/
音质俱佳(7)/
携带方便(7)/
外观漂亮(5)/
颜色好看(1)/
做工精细(1)/
信号强大(1)/
颜色大方(1)/",0.710549215
58,https://item.jd.com/100042056479.html,96%,"十分舒服(20)/
音质清晰(17)/
佩戴舒适(13)/
小巧精致(12)/
毫无杂音(10)/
做工精细(9)/
小巧便携(6)/
十分漂亮(6)/
颜值够高(6)/
信号稳定(1)/
信号强大(1)/
连接迅速(1)/",0.713064237
59,https://item.jd.com/10030777889024.html,95%,"简单方便(66)/
音质清晰(54)/
十分舒服(47)/
毫无杂音(46)/
佩戴舒适(44)/
做工精细(42)/
十分好用(32)/
极其好用(28)/
声音清晰(19)/
反应灵敏(17)/
触控灵敏(7)/
灵敏度强(7)/",0.711265978
60,https://item.jd.com/100030368006.html,95%,"十分舒服(2)/
不易打结(1)/
颜色好看(1)/
简单方便(1)/
毫无杂音(1)/
听声精准(1)/
颜值够高(1)/",0.710767872
61,https://item.jd.com/100026815932.html,96%,"十分舒服(3)/
佩戴舒适(1)/
简单方便(1)/
音质清晰(1)/
十分好用(1)/
声音清晰(1)/
十分漂亮(1)/
结实耐用(1)/",0.709038247
62,https://item.jd.com/100043414689.html,92%,"佩戴舒适(82)/
十分舒服(68)/
做工精细(32)/
质感一流(25)/
音质清晰(17)/
降噪极佳(16)/
颜值够高(16)/
十分漂亮(15)/
音质俱佳(14)/
蓝牙连接快(5)/
灵敏度强(5)/
白色显干净(5)/",0.710656855
63,https://item.jd.com/100019190911.html,97%,"十分舒服(152)/
佩戴舒适(107)/
做工精细(73)/
音质清晰(67)/
毫无杂音(65)/
简单方便(53)/
声音清晰(41)/
十分漂亮(38)/
颜值够高(34)/
毫无延迟(21)/
灵敏度强(7)/
毫无卡顿(6)/",0.709479887
64,https://item.jd.com/5393600.html,96%,"足够使用(5)/
十分舒服(5)/
做工精细(4)/
结实耐用(4)/
佩戴舒适(3)/
音质清晰(3)/
极其好用(3)/
线长适宜(3)/
颜值够高(2)/",0.708878342
65,https://item.jd.com/100033112524.html,96%,"十分舒服(9)/
佩戴舒适(7)/
外观时尚(4)/
隔音一流(3)/
颜值够高(3)/
不易夹耳(2)/
做工精细(2)/
不夹耳朵(2)/
实物美丽(2)/
色彩明亮(1)/",0.708952822
66,https://item.jd.com/100032390901.html,98%,"十分舒服(411)/
佩戴舒适(339)/
做工精细(223)/
音质清晰(153)/
简单方便(149)/
颜值够高(124)/
十分漂亮(122)/
十分好用(93)/
毫无杂音(82)/
灵敏度强(35)/
毫无延迟(24)/
连接迅速(24)/",0.709549908
67,https://item.jd.com/100011654224.html,93%,"十分舒服(453)/
佩戴舒适(384)/
音质清晰(282)/
简单方便(239)/
做工精细(215)/
声音清晰(91)/
毫无杂音(89)/
牢固稳当(79)/
蓝牙连接快(66)/
颜值够高(65)/
信号稳定(58)/
反应灵敏(53)/",0.711204253
68,https://item.jd.com/100017175324.html,93%,"音质清晰(6)/
做工精细(6)/
极其好用(5)/
十分好用(4)/
十分舒服(4)/
佩戴舒适(3)/
简单方便(3)/
结实耐用(3)/
十分漂亮(2)/",0.711301411
69,https://item.jd.com/100028998129.html,94%,"佩戴舒适(63)/
十分舒服(53)/
做工精细(37)/
毫无杂音(35)/
简单方便(34)/
音质清晰(29)/
声音清晰(18)/
耳朵不痛(12)/
十分好用(10)/
蓝牙连接快(3)/
灵敏度强(3)/
触控灵敏(2)/",0.711520053
0,https://item.jd.com/4071814.html,98%,"十分舒服(124)/
佩戴舒适(94)/
质感一流(94)/
做工精细(78)/
十分好用(53)/
音质清晰(47)/
音质俱佳(43)/
颜值够高(42)/
极其好用(40)/
毫无延迟(3)/
可调节音量(2)/
印刷清晰(1)/",0.718036833
1,https://item.jd.com/10032573727362.html,93%,"佩戴舒适(563)/
音质清晰(505)/
十分舒服(424)/
做工精细(411)/
简单方便(362)/
毫无杂音(309)/
十分好用(160)/
声音清晰(157)/
十分漂亮(138)/
反应灵敏(108)/
灵敏度强(60)/
毫无延迟(36)/",0.705822493
2,https://item.jd.com/100013627915.html,94%,"十分舒服(239)/
佩戴舒适(186)/
做工精细(116)/
简单方便(115)/
十分好用(102)/
极其好用(102)/
颜值够高(83)/
音质清晰(82)/
毫无杂音(72)/
毫无延迟(36)/
灵敏度强(20)/
连接稳定(16)/",0.72732934
3,https://item.jd.com/100026831753.html,96%,"十分舒服(321)/
佩戴舒适(243)/
做工精细(166)/
毫无杂音(165)/
音质清晰(155)/
简单方便(108)/
声音清晰(72)/
十分好用(71)/
极其好用(57)/
毫无延迟(35)/
灵敏度强(29)/
反应灵敏(13)/",0.753435712
4,https://item.jd.com/100033982159.html,96%,"十分舒服(71)/
佩戴舒适(55)/
简单方便(52)/
音质清晰(50)/
做工精细(40)/
颜值够高(37)/
十分漂亮(34)/
毫无杂音(33)/
音质俱佳(19)/
颜色好看(17)/
毫无延迟(11)/
灵敏度强(9)/",0.757620333
5,https://item.jd.com/100018625698.html,92%,"十分舒服(463)/
佩戴舒适(425)/
做工精细(259)/
降噪极佳(252)/
十分好用(211)/
简单方便(162)/
极其好用(134)/
音质清晰(133)/
十分漂亮(127)/
反应灵敏(58)/
灵敏度强(36)/
蓝牙连接快(28)/",0.754459192
6,https://item.jd.com/100026201409.html,97%,"十分舒服(27)/
佩戴舒适(24)/
简单方便(22)/
毫无杂音(20)/
做工精细(18)/
音质清晰(15)/
十分漂亮(13)/
外观漂亮(9)/
颜值够高(8)/
毫无延迟(5)/
颜色好看(2)/
颜色不错(2)/",0.757707293
7,https://item.jd.com/35098014522.html,97%,"音质清晰(103)/
毫无杂音(102)/
十分舒服(83)/
佩戴舒适(58)/
十分好用(55)/
做工精细(47)/
极其好用(45)/
声音清晰(40)/
简单方便(30)/
颜色纯正(10)/
不会断续(8)/
灵敏度强(3)/",0.748767048
8,https://item.jd.com/100018183712.html,94%,"倍感舒适(14)/
做工一流(10)/
声音清亮(6)/
简约时尚(4)/
毫不刺眼(4)/
时尚大气(4)/
通讯流畅(3)/
质量上乘(3)/
方便快捷(2)/
运行超快(1)/
按键灵敏(1)/",0.741583456
9,https://item.jd.com/100001696778.html,96%,"简单方便(89)/
十分舒服(83)/
佩戴舒适(82)/
做工精细(47)/
十分好用(37)/
音质清晰(28)/
毫无杂音(26)/
极其好用(21)/
不易掉落(21)/
蓝牙连接快(3)/
毫无延迟(3)/
连接迅速(3)/",0.742686253
10,nan,,,0.742686253
11,https://item.jd.com/100007689311.html,93%,"十分舒服(58)/
颜值够高(49)/
做工精细(39)/
佩戴舒适(38)/
十分漂亮(33)/
质感一流(22)/
十分好用(21)/
极其好用(17)/
音质清晰(16)/
颜色好看(13)/
毫无延迟(7)/
颜色漂亮(3)/",0.731999021
12,https://item.jd.com/100024920236.html,95%,"十分舒服(114)/
简单方便(110)/
佩戴舒适(85)/
音质清晰(82)/
做工精细(73)/
极其好用(52)/
十分好用(50)/
声音清晰(38)/
毫无杂音(36)/
蓝牙连接快(11)/
毫无延迟(9)/
灵敏度强(7)/",0.743382806
13,https://item.jd.com/100023051510.html,96%,"十分舒服(653)/
佩戴舒适(471)/
颜值够高(284)/
降噪极佳(127)/
不易夹耳(110)/
做工精细(107)/
简单方便(103)/
十分好看(103)/
十分漂亮(98)/
颜色好看(62)/
白色好看(19)/
毫无延迟(17)/",0.747459232
14,https://item.jd.com/100036200024.html,93%,"佩戴舒适(298)/
十分舒服(267)/
简单方便(192)/
做工精细(168)/
音质清晰(146)/
十分好用(100)/
极其好用(94)/
不伤耳朵(94)/
声音清晰(59)/
蓝牙连接快(11)/
颜色纯正(4)/
工艺优良(3)/",0.747952777
15,https://item.jd.com/7642983.html,96%,"佩戴舒适(22)/
十分舒服(22)/
做工精细(9)/
颜值够高(8)/
音质清晰(7)/
十分好用(7)/
音质俱佳(6)/
简单方便(5)/
入耳舒服(5)/
灵敏度强(1)/
黑色耐脏(1)/",0.750925845
16,https://item.jd.com/100025941462.html,91%,"佩戴舒适(779)/
音质清晰(722)/
十分舒服(636)/
做工精细(513)/
毫无杂音(332)/
外观漂亮(284)/
简单方便(232)/
十分漂亮(194)/
声音清晰(147)/
连接稳定(32)/
毫无延迟(32)/
灵敏度强(27)/",0.742615388
17,https://item.jd.com/100011932319.html,94%,"音质清晰(52)/
佩戴舒适(40)/
做工精细(34)/
十分舒服(28)/
简单方便(21)/
外观漂亮(20)/
毫无杂音(16)/
声音清晰(15)/
极其好用(11)/
颜色纯正(2)/
颜色好看(1)/
灵敏度强(1)/",0.744597489
18,https://item.jd.com/100017175326.html,94%,"音质清晰(14)/
十分舒服(14)/
佩戴舒适(12)/
做工精细(12)/
声音清晰(10)/
极其好用(8)/
简单方便(5)/
十分漂亮(5)/
十分好用(4)/
颜色纯正(1)/
毫无色差(1)/
圆润细腻(1)/",0.742897747
19,https://item.jd.com/100011217745.html,97%,"十分舒服(786)/
佩戴舒适(706)/
做工精细(480)/
简单方便(407)/
音质清晰(333)/
十分好用(259)/
十分漂亮(254)/
颜值够高(243)/
毫无杂音(200)/
连接迅速(145)/
毫无延迟(105)/
蓝牙连接快(59)/",0.742998959
20,https://item.jd.com/100041628215.html,93%,"十分舒服(47)/
佩戴舒适(25)/
颜值够高(16)/
做工精细(15)/
十分好用(10)/
十分漂亮(10)/
简单方便(7)/
不易夹耳(7)/
不夹耳朵(7)/
蓝牙连接快(6)/
颜色好看(4)/
白色好看(2)/",0.742184745
21,https://item.jd.com/55322420071.html,94%,"佩戴舒适(338)/
十分舒服(305)/
简单方便(185)/
音质清晰(162)/
做工精细(143)/
声音清晰(90)/
十分好用(85)/
不伤耳朵(84)/
极其好用(64)/
蓝牙连接快(6)/
连接稳定(6)/
传输稳定(6)/",0.738765302
22,https://item.jd.com/100025491296.html,96%,"声音清亮(192)/
倍感舒适(74)/
做工一流(34)/
十分大气(22)/
方便快捷(17)/
玩游戏首选(17)/
十分酷炫(15)/
质量上乘(14)/
简单方便(10)/
毫不刺眼(8)/
功能强大(6)/",0.735839555
23,https://item.jd.com/654218.html,95%,"佩戴舒适(35)/
音质清晰(30)/
声音清晰(18)/
十分舒服(15)/
做工精细(13)/
柔软舒服(11)/
毫无杂音(9)/
十分好用(8)/
简单方便(6)/
颜色纯正(1)/
颜色明亮(1)/
接收清晰(1)/",0.738409115
24,https://item.jd.com/100035300453.html,91%,"不压耳朵(6)/
十分舒服(6)/
简单方便(4)/
佩戴舒适(3)/
做工精细(3)/
不易压耳(3)/
耳朵舒服(2)/
极其好用(2)/
音质俱佳(2)/
毫无卡顿(1)/",0.731280232
25,https://item.jd.com/100015820013.html,95%,"音质清晰(210)/
佩戴舒适(199)/
十分舒服(170)/
做工精细(144)/
简单方便(114)/
十分好用(96)/
毫无杂音(90)/
结实耐用(84)/
音质俱佳(72)/
反应灵敏(30)/
连接稳定(7)/
颜色纯正(6)/",0.731131911
26,https://item.jd.com/20111367498.html,96%,"十分舒服(21)/
佩戴舒适(13)/
结实耐用(9)/
简单方便(8)/
音质清晰(5)/
做工精细(5)/
声音清晰(5)/
耳朵不疼(4)/
十分好用(4)/
连接稳定(2)/
颜色纯正(1)/",0.729235626
27,https://item.jd.com/100041879613.html,96%,"佩戴舒适(33)/
十分舒服(32)/
做工精细(24)/
简单方便(19)/
音质清晰(16)/
结实耐用(10)/
极其好用(9)/
音质俱佳(9)/
使用良好(9)/
毫无压力(2)/
毫无延迟(2)/
黑色有质感(2)/",0.732679929
28,https://item.jd.com/100041628231.html,94%,"十分舒服(6)/
毫无杂音(5)/
佩戴舒适(4)/
十分好看(3)/
外观酷炫(3)/
十分漂亮(3)/
颜值够高(3)/
耳朵不痛(2)/
毫无卡顿(1)/
做工精细(1)/
毫无延迟(1)/",0.733258664
