商品名称,价格,会员,级别,评价星级,评价内容,时间,点赞数,评论数,追评时间,追评内容,商品属性,页面网址,页面标题,采集时间,sku,好评度,评价关键词
"
                                                                                【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                ","
                                ￥
                                229.00
                                                            ",                                    小***下            ,                                 ,star5,耳机音质非常好，客服小姐姐态度也超级好,2023-01-14 12:32,0,1,,,旗舰全功能5代1:1【1月空间音频降噪版】秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                                                                                     ,https://item.jd.com/10035789319416.html#comment,【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代【图片 价格 品牌 报价】-京东,2023-01-14 13:40:17.288,10035789319416,99%        ,"十分舒服(10067)/
佩戴舒适(7015)/
做工精细(4822)/
音质清晰(4724)/
十分好用(4359)/
毫无杂音(4127)/
简单方便(3997)/
音质俱佳(2994)/
颜值够高(2748)/
反应灵敏(2277)/
毫无延迟(1250)/
灵敏度强(1197)/"
"
                                                                                【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                ","
                                ￥
                                229.00
                                                            ",                                    走***性            ,                    PLUS会员             ,star5,外观看起来还是有档次，省电，蓝牙链接快,2023-01-14 12:31,0,1,,,旗舰全功能5代1:1【1月空间音频降噪版】秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                                                                                     ,https://item.jd.com/10035789319416.html#comment,【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代【图片 价格 品牌 报价】-京东,2023-01-14 13:40:17.370,10035789319416,99%        ,"十分舒服(10067)/
佩戴舒适(7015)/
做工精细(4822)/
音质清晰(4724)/
十分好用(4359)/
毫无杂音(4127)/
简单方便(3997)/
音质俱佳(2994)/
颜值够高(2748)/
反应灵敏(2277)/
毫无延迟(1250)/
灵敏度强(1197)/"
"
                                                                                【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                ","
                                ￥
                                229.00
                                                            ",                                    u***7            ,                                 ,star5,送给老公的，音效很棒，耳机很好，老公很喜欢,2023-01-14 12:29,0,1,,,旗舰全功能5代1:1【1月空间音频降噪版】秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                                                                                     ,https://item.jd.com/10035789319416.html#comment,【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代【图片 价格 品牌 报价】-京东,2023-01-14 13:40:17.465,10035789319416,99%        ,"十分舒服(10067)/
佩戴舒适(7015)/
做工精细(4822)/
音质清晰(4724)/
十分好用(4359)/
毫无杂音(4127)/
简单方便(3997)/
音质俱佳(2994)/
颜值够高(2748)/
反应灵敏(2277)/
毫无延迟(1250)/
灵敏度强(1197)/"
"
                                                                                【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                ","
                                ￥
                                229.00
                                                            ",                                    ****7            ,                                 ,star5,刚上手听觉听着声音很好用，交接也很丝滑。,2023-01-14 12:26,0,1,,,旗舰全功能5代1:1【1月空间音频降噪版】秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                                                                                     ,https://item.jd.com/10035789319416.html#comment,【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代【图片 价格 品牌 报价】-京东,2023-01-14 13:40:17.547,10035789319416,99%        ,"十分舒服(10067)/
佩戴舒适(7015)/
做工精细(4822)/
音质清晰(4724)/
十分好用(4359)/
毫无杂音(4127)/
简单方便(3997)/
音质俱佳(2994)/
颜值够高(2748)/
反应灵敏(2277)/
毫无延迟(1250)/
灵敏度强(1197)/"
"
                                                                                【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                ","
                                ￥
                                229.00
                                                            ",                                    ****y            ,                                 ,star5,"音质音效：这个价位音质超出我的预期了
做工质感：人性化设计，提示音很独特。
舒适度：上耳一小时还没任何不适感。
其他特色：快递真是堪比火箭了，昨晚下单，早上就到。整体性价比及高，国产力量，真心点赞。",2023-01-14 12:23,0,1,,,旗舰全功能5代1:1【1月空间音频降噪版】秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                                                                                     ,https://item.jd.com/10035789319416.html#comment,【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代【图片 价格 品牌 报价】-京东,2023-01-14 13:40:17.629,10035789319416,99%        ,"十分舒服(10067)/
佩戴舒适(7015)/
做工精细(4822)/
音质清晰(4724)/
十分好用(4359)/
毫无杂音(4127)/
简单方便(3997)/
音质俱佳(2994)/
颜值够高(2748)/
反应灵敏(2277)/
毫无延迟(1250)/
灵敏度强(1197)/"
"
                                                                                【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                ","
                                ￥
                                229.00
                                                            ",                                    ****n            ,                    PLUS会员             ,star5,物美价廉，运动时使用方便,2023-01-14 12:18,0,1,,,旗舰全功能5代1:1【1月空间音频降噪版】秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                                                                                     ,https://item.jd.com/10035789319416.html#comment,【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代【图片 价格 品牌 报价】-京东,2023-01-14 13:40:17.712,10035789319416,99%        ,"十分舒服(10067)/
佩戴舒适(7015)/
做工精细(4822)/
音质清晰(4724)/
十分好用(4359)/
毫无杂音(4127)/
简单方便(3997)/
音质俱佳(2994)/
颜值够高(2748)/
反应灵敏(2277)/
毫无延迟(1250)/
灵敏度强(1197)/"
"
                                                                                【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                ","
                                ￥
                                229.00
                                                            ",                                    ****n            ,                                 ,star5,太棒了吧这个,2023-01-14 12:08,0,1,,,旗舰全功能5代1:1【1月空间音频降噪版】秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                                                                                     ,https://item.jd.com/10035789319416.html#comment,【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代【图片 价格 品牌 报价】-京东,2023-01-14 13:40:17.795,10035789319416,99%        ,"十分舒服(10067)/
佩戴舒适(7015)/
做工精细(4822)/
音质清晰(4724)/
十分好用(4359)/
毫无杂音(4127)/
简单方便(3997)/
音质俱佳(2994)/
颜值够高(2748)/
反应灵敏(2277)/
毫无延迟(1250)/
灵敏度强(1197)/"
"
                                                                                【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                ","
                                ￥
                                229.00
                                                            ",                                    我***难            ,                                 ,star5,闭眼入,2023-01-14 12:04,0,1,,,旗舰全功能5代1:1【1月空间音频降噪版】秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                                                                                     ,https://item.jd.com/10035789319416.html#comment,【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代【图片 价格 品牌 报价】-京东,2023-01-14 13:40:17.878,10035789319416,99%        ,"十分舒服(10067)/
佩戴舒适(7015)/
做工精细(4822)/
音质清晰(4724)/
十分好用(4359)/
毫无杂音(4127)/
简单方便(3997)/
音质俱佳(2994)/
颜值够高(2748)/
反应灵敏(2277)/
毫无延迟(1250)/
灵敏度强(1197)/"
"
                                                                                【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                ","
                                ￥
                                229.00
                                                            ",                                    ****j            ,                    PLUS会员             ,star5,音质效果非常好，感谢客服人员的耐心指导,2023-01-14 12:03,0,1,,,旗舰全功能5代1:1【1月空间音频降噪版】秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                                                                                     ,https://item.jd.com/10035789319416.html#comment,【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代【图片 价格 品牌 报价】-京东,2023-01-14 13:40:17.962,10035789319416,99%        ,"十分舒服(10067)/
佩戴舒适(7015)/
做工精细(4822)/
音质清晰(4724)/
十分好用(4359)/
毫无杂音(4127)/
简单方便(3997)/
音质俱佳(2994)/
颜值够高(2748)/
反应灵敏(2277)/
毫无延迟(1250)/
灵敏度强(1197)/"
"
                                                                                【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                ","
                                ￥
                                229.00
                                                            ",                                    屁***点            ,                                 ,star5,此用户未填写评价内容,2023-01-14 12:01,0,1,,,旗舰全功能5代1:1【1月空间音频降噪版】秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                                                                                     ,https://item.jd.com/10035789319416.html#comment,【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代【图片 价格 品牌 报价】-京东,2023-01-14 13:40:18.054,10035789319416,99%        ,"十分舒服(10067)/
佩戴舒适(7015)/
做工精细(4822)/
音质清晰(4724)/
十分好用(4359)/
毫无杂音(4127)/
简单方便(3997)/
音质俱佳(2994)/
颜值够高(2748)/
反应灵敏(2277)/
毫无延迟(1250)/
灵敏度强(1197)/"
"
                                                                                【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                ","
                                ￥
                                229.00
                                                            ",                                    阿***扮            ,                                 ,star5,用了几天非常好用.音质也非常不错.直得买,2023-01-14 11:59,0,1,,,旗舰全功能5代1:1【1月空间音频降噪版】秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                                                                                     ,https://item.jd.com/10035789319416.html#comment,【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代【图片 价格 品牌 报价】-京东,2023-01-14 13:40:29.437,10035789319416,99%        ,"十分舒服(10067)/
佩戴舒适(7015)/
做工精细(4822)/
音质清晰(4724)/
十分好用(4359)/
毫无杂音(4127)/
简单方便(3997)/
音质俱佳(2994)/
颜值够高(2748)/
反应灵敏(2277)/
毫无延迟(1250)/
灵敏度强(1197)/"
"
                                                                                【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                ","
                                ￥
                                229.00
                                                            ",                                    秦***4            ,                    PLUS会员             ,star5,哈哈哈哈哈哈哈，非常好的耳机，好用的很,2023-01-14 11:57,0,1,[购买1天后追评],好用,旗舰全功能5代1:1【1月空间音频降噪版】秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                                                                                     ,https://item.jd.com/10035789319416.html#comment,【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代【图片 价格 品牌 报价】-京东,2023-01-14 13:40:29.519,10035789319416,99%        ,"十分舒服(10067)/
佩戴舒适(7015)/
做工精细(4822)/
音质清晰(4724)/
十分好用(4359)/
毫无杂音(4127)/
简单方便(3997)/
音质俱佳(2994)/
颜值够高(2748)/
反应灵敏(2277)/
毫无延迟(1250)/
灵敏度强(1197)/"
"
                                                                                【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                ","
                                ￥
                                229.00
                                                            ",                                    安***巷            ,                                 ,star5,和正版看不出差别，体验良好,2023-01-14 11:55,0,1,,,旗舰全功能5代1:1【1月空间音频降噪版】秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                                                                                     ,https://item.jd.com/10035789319416.html#comment,【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代【图片 价格 品牌 报价】-京东,2023-01-14 13:40:29.580,10035789319416,99%        ,"十分舒服(10067)/
佩戴舒适(7015)/
做工精细(4822)/
音质清晰(4724)/
十分好用(4359)/
毫无杂音(4127)/
简单方便(3997)/
音质俱佳(2994)/
颜值够高(2748)/
反应灵敏(2277)/
毫无延迟(1250)/
灵敏度强(1197)/"
"
                                                                                【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                ","
                                ￥
                                229.00
                                                            ",                                    ****f            ,                                 ,star5,确实非常好?价格也很亲民 有修改名字的功能也有降噪功能,2023-01-14 11:54,0,1,,,旗舰全功能5代1:1【1月空间音频降噪版】秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代                                                                                     ,https://item.jd.com/10035789319416.html#comment,【华强北5代顶配版】维肯Air3苹果蓝牙耳机双耳无线降噪适用iphone14/13/12/11入耳 旗舰全功能5代1:1【1月空间音频降噪版】 秒连接+指纹触控+改名定位+蓝牙5.3四代升级五代【图片 价格 品牌 报价】-京东,2023-01-14 13:40:29.646,10035789319416,99%        ,"十分舒服(10067)/
佩戴舒适(7015)/
做工精细(4822)/
音质清晰(4724)/
十分好用(4359)/
毫无杂音(4127)/
简单方便(3997)/
音质俱佳(2994)/
颜值够高(2748)/
反应灵敏(2277)/
毫无延迟(1250)/
灵敏度强(1197)/"
